"Cod_Prod","Nom_Prod","Concent","Nom_Form_Farm","Nom_Form_Farm_Simplif","Presentac","Fracciones","Fec_Vcto_Reg_Sanitario","Num_RegSan","Nom_Titular","Situacion"
"11055","UNICLOR","0.5 %","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 10 mL","1","28/10/2017","N16525","ROSTER","ACT"
"43368","UNICLOR MR S","1  mg  +  5  mg","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 5 mL","1","30/05/2018","EN04645","ROSTER","ACT"
"43339","UNICLOVYR","3 %","Ungüento Oftálmico","UNGUENTO OFTALMICO","Caja Tubo x 3,5 g","1","21/06/2020","EN01602","ROSTER","ACT"
"42714","UNICRISTIN ","1  mg/1 mL","Solución Inyectable","INYECTABLE","Caja Vial","1","22/11/2021","EE04511","PHARMACEUTICAL DISTOLOZA","ACT"
"42792","UNIDORZO","2%","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco gotero x 5 mL","1","11/07/2020","EN01822","ROSTER","ACT"
"42155","UNIDORZO-T MR","","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco x 5 mL","1","09/08/2020","EN01933","ROSTER","ACT"
"43338","UNIFEN","0,1 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 5 mL","1","05/08/2018","EN03306","ROSTER","ACT"
"43335","UNIFLOX","0,3 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 10 mL","1","24/09/2021","EN04498","ROSTER","ACT"
"43369","UNIFLOX","0,3 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco x 5 mL","1","24/09/2021","EN04498","ROSTER","ACT"
"11062","UNIFLOX","0.3 %","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 5 mL","1","24/09/2021","N18545","ROSTER","ACT"
"27532","UNIFLOX","0.3 %","Ungüento Oftálmico","UNGUENTO OFTALMICO","Caja Tubo X 3.5 g","1","19/08/2014","N26037","ROSTER","ACT"
"51626","UNIFLOX ","0.3 %","Ungüento Oftálmico","UNGUENTO OFTALMICO","Caja Tubo x 3,5 g","1","19/08/2024","EN08259","ROSTER","ACT"
"53464","UNIFOL ","2 %","Emulsión Inyectable","INYECTABLE","Caja Vial x 50 mL","1","31/10/2024","EE00480","HANAI","ACT"
"41453","UNIGEL MR ","0.2 %","Gel Oftálmico","GEL","Caja Tubo x 10 g","1","18/07/2020","EN01921","ROSTER","ACT"
"40350","UNIGEL MR","0.2 %","Gel Oftálmico","GEL","Caja Tubo x 5 g","1","18/07/2020","EN01921","ROSTER","ACT"
"42946","UNIGESE","0.5 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 15 mL","1","17/08/2021","EN04257","ROSTER","ACT"
"42874","UNIMOX MR","0.5 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco gotero x 5 mL","1","18/04/2021","EN03180","ROSTER","ACT"
"43337","UNIOF MR","0,1 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 5 mL","1","17/10/2020","EN02278","ROSTER","ACT"
"11069","UNIOF MR","0.1 %","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 5 mL","1","17/10/2020","N19796","ROSTER","ACT"
"46700","UNIPIL 1","1.5 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","10","28/12/2022","EE05577","ROJAS PEREZ","ACT"
"41699","UNIPLATIN 50","50  mg/50 mL ","Solución Inyectable","INYECTABLE","Caja Vial x 50 mL","1","15/08/2021","EE03838","PHARMACEUTICAL DISTOLOZA","ACT"
"41700","UNIPLATIN 50","50  mg/50 mL","Solución Inyectable","INYECTABLE","Caja Vial x 50 mL","5","15/08/2021","EE03838","PHARMACEUTICAL DISTOLOZA","ACT"
"41821","UNIPRED F ","1 %","Suspensión Oftálmica","SUSPENSION OFTALMICA","Caja Frasco gotero x 5 mL","1","18/11/2021","EN04809","ROSTER","ACT"
"11070","UNIPRED F","1 %","Suspensión Oftálmica","SUSPENSION OFTALMICA","Frasco Gotero X 5 mL","1","18/11/2021","N18579","ROSTER","ACT"
"42930","UNITEARS MR","1 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 15 mL","1","16/06/2018","EN03367","ROSTER","ACT"
"44481","UNITEARS-D ","0,3%  +  0,1%","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco x 10 mL","1","22/09/2019","EN05939","ROSTER","ACT"
"50670","UNITEARS-D","0.3% + 0.1%","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 15 mL	","1","22/09/2019","EN05939","ROSTER","ACT"
"41293","UNITENO ","0.025 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 10 mL","1","31/07/2021","EN03747","ROSTER","ACT"
"43336","UNITOB","0,3 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 5 mL","1","14/05/2018","EN03435","ROSTER","ACT"
"41294","UNITOB S","","Suspensión Oftálmica","SUSPENSION OFTALMICA","Caja Frasco gotero x 5 mL","1","26/01/2021","EN02744","ROSTER","ACT"
"27542","UNITOB S","","Suspensión Oftálmica","SUSPENSION OFTALMICA","Caja Frasco Gotero  X 5 mL","1","26/01/2021","N22284","ROSTER","ACT"
"34558","UNITRAV","0.004 %","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 3 mL","1","11/12/2018","N27367","ROSTER","ACT"
"52364","UNITRAV","0.004 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 3 mL","1","11/12/2023","EN08209","ROSTER","ACT"
"47770","UNITRAV-T","0,004 % + 0,5 %","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco Gotero x 3 mL","1","11/12/2023","EN06526","ROSTER","ACT"
"45108","UNIVIR 250","250  mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial","1","05/02/2021","EE02650","PHARMACEUTICAL DISTOLOZA","ACT"
"40528","UNIVIR 250","250  mg","Polvo para Solución Inyectable","INYECTABLE","Caja  Vial","10","05/02/2021","EE02650","PHARMACEUTICAL DISTOLOZA","ACT"
"11076","UNIXINE S","","Ungüento Oftálmico","UNGUENTO OFTALMICO","Caja Tubo x 3.5 g","1","04/10/2017","N20334","ROSTER","ACT"
"46814","UNIXINE S","","Ungüento Oftálmico","UNGUENTO OFTALMICO","Caja Tubo x 3.5 g","1","04/10/2017","EN02593","ROSTER","ACT"
"50818","UNOTIL","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","10","26/07/2023","EE06213","THEFAR S.A.C.","ACT"
"51870","UPTRAVI","1600 mcg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","60","19/10/2023","EE06463","JOHNSON","ACT"
"51871","UPTRAVI","1400 mcg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","60","19/10/2023","EE06465","JOHNSON","ACT"
"51872","UPTRAVI ","1200 mcg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","60","05/10/2023","EE06439","JOHNSON","ACT"
"51873","UPTRAVI","1000 mcg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","60","04/10/2023","EE06437","JOHNSON","ACT"
"51874","UPTRAVI","800 mcg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","60","22/10/2023","EE06471","JOHNSON","ACT"
"51875","UPTRAVI","600 mcg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","60","22/10/2023","EE06473","JOHNSON","ACT"
"51876","UPTRAVI","400 mcg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","60","22/10/2023","EE06468","JOHNSON","ACT"
"51877","UPTRAVI","200 mcg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","60","29/08/2023","EE06323","JOHNSON","ACT"
"53544","UPTRAVI","200 mcg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","140","29/08/2023","EE06323","JOHNSON","ACT"
"42031","URBADAN","10  mg ","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","100","17/03/2019","EE03908","SANOFI - AVENTIS DEL PERU S.A.","ACT"
"39650","URCIN","200  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","20","30/09/2020","EN02052","LABORATORIOS AC FARMA S.A.","ACT"
"45416","URCIN","200  mg ","Tableta","TABLETA","Caja Envase Blíster Tabletas","100","30/09/2020","EN02052","LABORATORIOS AC FARMA S.A.","ACT"
"37600","URDECOLE","300  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","30","01/10/2020","EE01953","PHARMA ROY","ACT"
"48114","URDEXYL","250 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","20","01/08/2023","EE06241","OQ PHARMA","ACT"
"47785","UREN","100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","100","23/01/2024","EN06598","E.S.C. PHARMED","ACT"
"41078","URIPAX ","200  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","20","19/09/2021","EN04385","FARMINDUSTRIA S.A.","ACT"
"48403","URIPHARM -S","100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","100","20/11/2023","EN06447","OQ PHARMA","ACT"
"50920","URITINA","5 mg","Tableta","TABLETA","Caja Envase Blíster Tableta","30","27/11/2024","EE08096","OQ PHARMA","ACT"
"41271","URO GLICIN","1.5 %","Solución para Irrigación","SOLUCION","Bolsa x 3 L","1","02/02/2018","EN03375","MEDIFARMA","ACT"
"52221","URO JETFLOX FORTE","500 mg + 100 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimido Recubierto","100","19/08/2024","EN08449","MED FARMA","ACT"
"33938","URO VAXOM","","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","30","13/05/2020","BE00719","OM PHARMA","ACT"
"37123","UROALIV","","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","30","24/11/2013","N25252","NAT. y GEN.","ACT"
"48522","UROALIV","","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","30","24/11/2023","EN07280","PORTUGAL","ACT"
"47344","UROALIV","500 mg + 100 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","30","24/11/2013","N25252","PORTUGAL","ACT"
"49019","UROBAC FORTE ","500 mg + 100 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos Recubiertos	","100","13/10/2023","EN07276","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"49151","UROBAC FORTE","500 mg + 100 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Comprimidos Recubiertos	","200","13/10/2023","EN07276","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"44289","UROCIPROLIN","","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","50","15/04/2019","EN02349"," HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS","ACT"
"44290","UROCIPROLIN","","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","10","15/04/2019","EN02349"," HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS","ACT"
"34487","UROCIPROX FORTE","500  mg  +  100  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","06/05/2014","N25714","CFARMA","ACT"
"34488","UROCIPROX FORTE","500  mg  +  100  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","1","06/05/2014","N25714","CFARMA","ACT"
"48707","UROCIPROX FORTE ","500 mg + 100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","100","06/05/2014","N25714","CFALAB PERU","ACT"
"52914","UROCIPROX FORTE","500 mg + 100 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","100","06/05/2024","EN08340","CFALAB PERU","ACT"
"52772","UROCIT  K 10","1080 mg","Tableta de Liberación Prolongada","TABLETA","Caja Frasco x 14 Tabletas de Liberación Prolongada","1","13/07/2022","EE03160","FARMAKONSUMA S.A.","ACT"
"41429","UROCIT  K 10","1080  mg","Tableta","TABLETA","Caja Frasco Tabletas de Liberación Prolongada","100","13/07/2017","EE03160","FARMAKONSUMA S.A.","ACT"
"11108","URODIF","100  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","100","18/11/2020","N22123","DOCTOR ANDREU Q.F.S.A.","ACT"
"46000","URODIF","100 mg","Comprimido Recubierto","TABLETA","Cja Envase Blíster Comprimidos Recubiertos","100","18/11/2020","EN01955","DOCTOR ANDREU Q.F.S.A.","ACT"
"11109","URODIF FORTE","","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","100","20/09/2009","N21407","DOCTOR ANDREU Q.F.S.A.","ACT"
"46480","URODONAL","100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","50","17/05/2022","EN05365","DROGUERIA INRETAIL PHARMA S.A.C.","ACT"
"46760","UROFILM","100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubiertas","100","13/08/2017","EN02266","G & R","ACT"
"47332","UROFLAM FORTE","200 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","100","16/06/2019","EN04623","SHERFARMA S.A.C.","ACT"
"40735","UROFLAM FORTE","200  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","16/06/2019","EN04623","SHERFARMA S.A.C.","ACT"
"41133","UROFURIN","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","120","06/09/2020","EN01957","IQ FARMA","ACT"
"37134","UROFURIN","25  mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 120 mL","1","25/04/2020","EN00788","IQ FARMA","ACT"
"38326","UROFURIN XR","100  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","20","16/05/2020","EN01084","IQ FARMA","ACT"
"39595","UROFURIN XR","100  mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blister Cápsulas","20","29/08/2021","EN04423","IQ FARMA","ACT"
"47435","UROFURIN XR","100 mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blíster Cápsulas de Liberación Prolongada","60","29/08/2021","EN04423","IQ FARMA","ACT"
"50681","UROGYN C ","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","14","25/02/2024","EN06642","IEX MEDICAL","ACT"
"52200","UROMAX FORTE","400 mg + 100 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsula","100","29/05/2022","EN07684","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"49660","UROMAX FORTE","400 mg + 100 mg ","Cápsula","CAPSULA","Caja Envase Blister Cápsula","50","29/05/2022","EN07684","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"36943","UROMAX FORTE","","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","50","29/05/2012","N23533","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"11122","UROMAX FORTE","","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","100","29/05/2012","N23533","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"49020","UROMEDIC ","400 mg + 50 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsula","108","27/12/2022","EN07239","MEDICAL","ACT"
"47393","UROMINOK","500 mg/2 mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 2 mL","25","07/05/2024","EN06763","CORVAL PHARMACEUTICAL S.A.C.","ACT"
"52559","URONICEP 500","500 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","100","07/01/2021","EN03022","CIBELLI","ACT"
"33935","URONICEP 500","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","07/01/2021","N26970","CONCEPT ","ACT"
"47298","URONIXX FORTE","400 mg + 100 mg","Cápsula","CAPSULA","Caja Envase Blíster Cápsulas","100","16/12/2023","EN06689","ALPHARMA","ACT"
"53213","URONOLAB","100 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","50","08/09/2026","EN08729","VITA PHARMA","ACT"
"44835","UROPHARMA","100  mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tabletas Recubiertas","100","23/11/2022","EN05754","INTIPHARMA S.A.C.","ACT"
"35821","UROPOL","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","10","12/03/2020","EN00952"," HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS","ACT"
"38207","UROPOL FORTE","","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","10","24/08/2020","EN02512"," HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS","ACT"
"38212","UROPOL FORTE","","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","24/08/2020","EN02512"," HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS","ACT"
"35776","UROTAN","100  mg","Tableta","TABLETA","Caja Envase Blister Tabletas","100","07/06/2020","EN01581","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"40968","UROTAN-D","50  mg  +  100  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","100","08/01/2018","EN03996","LABORATORIOS FARMACEUTICOS MARKOS S.A.","ACT"
"53205","UROTOIN XR","100 mg ","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blister Cápsula de Liberación Prolongada","20","14/11/2025","EE09141","QM PHARMA QUALITY MEDICINE S.A.C.","ACT"
"50588","UROVIC FORTE","500 mg + 100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tableta Recubierta","100","20/02/2019","N25590","ALPHARMA","ACT"
"38857","UROVIF","500  mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas","100","13/08/2020","EN01949","VIFARMA","ACT"
"35195","UROXAN","500  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","100","27/01/2019","EN00149","WILFAR","ACT"
"52625","UROXIVAN","5 mg","Tableta","TABLETA","Caja Envase Blíster Tableta","30","24/03/2026","EN02817","IQ FARMA","ACT"
"50497","URSOBIL","250 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsula","25","12/02/2025","EE08495","PHARMACEUTICAL DISTOLOZA","ACT"
"51423","URSOCODEX","250 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","30","22/12/2025","EE09342","DROGUERIA LIPHARMA S.A.C","ACT"
"47300","URSODEX","300 mg","Tableta","TABLETA","Caja Envase Blíster Tabletas","30","23/11/2023","EE06585","PERULAB","ACT"
"50141","URSODIOL","250 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas Recubierta","20","20/03/2023","EE05818","NORDIC","ACT"
"47972","URSOFALK","250 mg/ 5 mL","Suspensión Oral","SUSPENSION","Caja Frasco x 250 mL + accesorio","1","24/11/2023","EE00872","BIOTOSCANA","ACT"
"38331","URSOFALK","250  mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas","25","30/01/2020","E23306","BIOTOSCANA","ACT"
"49146","URSOFLOW","250 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsula","30","21/12/2023","EE06825","REP. DIPHASAC ","ACT"
"45562","USENTA","125  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos","60","23/09/2021","EE04193","TECNOFARMA S.A.","ACT"
"42811","USENTA","125  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","60","02/10/2018","EE03264","TECNOFARMA S.A.","ACT"
"41994","UTIVEX ","5  mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial ","1","06/03/2022","EN05199","LABORATORIOS AC FARMA S.A.","ACT"
"41919","UTIVEX","5  mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial","1","06/03/2022","N27127","LABORATORIOS AC FARMA S.A.","ACT"
"35382","UTIVEX","5  mg","Polvo para Solución Inyectable","INYECTABLE","Caja  Vial","5","06/03/2022","N27127","LABORATORIOS AC FARMA S.A.","ACT"
"51406","UTOCARE","5 mg ","Tableta","TABLETA","Caja Envase Blíster Tableta ","10","13/12/2024","EE08276","PHARMACEUTICAL DISTOLOZA","ACT"
"51407","UTOCARE","5 mg ","Tableta","TABLETA","Caja Envase Blíster Tableta ","100","13/12/2024","EE08276","PHARMACEUTICAL DISTOLOZA","ACT"
"32195","UTROGESTAN","200  mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas","15","29/08/2018","EE00087","BIOPAS","ACT"
"39192","UTROGESTAN","100  mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas","15","23/07/2020","EE01509","BIOPAS","ACT"
"39471","UTROGESTAN","100  mg","Cápsula Blanda","CAPSULA","Caja Envase Blister Cápsulas","15","29/08/2018","EE00086","BIOPAS","ACT"
"41819","UVEXIL","200  mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos","30","17/11/2019","EE03814","BAGO","ACT"
"52487","VABLYS","10 mg","Comprimido Vaginal","TABLETA","Caja Envase Blíster Comprimido Vaginal","6","07/10/2025","EE09009","GEDEON ","ACT"
"45872","VACIDOX","0.5 mg","Ovulo","OVULO","Caja Envase Tira Ovulos","15","16/09/2021","EE04141","FARMINDUSTRIA S.A.","ACT"
"47129","VACIDOX","0.1 %","Crema Vaginal","CREMA","Caja Tubo x 20 g","1","27/05/2021","EE03134","FARMINDUSTRIA S.A.","ACT"
"41079","VACIDOX","0.1 %","Crema Vaginal","CREMA","Caja Tubo x 30 g + Accesorio","1","26/01/2022","EE04671","FARMINDUSTRIA S.A.","ACT"
"33017","VACIDOX","0.1 %","Crema Vaginal","CREMA","Tubo X 30 g","1","26/01/2022","E22629","FARMINDUSTRIA S.A.","ACT"
"28807","VACUNA ADSORBIDA ANTIDIFTERICA, ANTITETANICA Y CON","74 UI","Suspensión Inyectable","INYECTABLE","Caja Ampolla x 0.5 mL","1","28/12/2019","BE00049","ESKE","ACT"
"28808","VACUNA ANTIDIFTERICA Y ANTITETANICA ADSORBIDA PARA","5 lf  +  5 lf","Suspensión Inyectable","INYECTABLE","Caja Ampolla x 0.5 mL","1","27/02/2016","BE00083","ESKE","ACT"
"34895","VACUNA BCG","","Polvo para Suspensión Inyectable","INYECTABLE","Caja Vial X 1 mL","50","27/11/2018","BE00186","ESKE","ACT"
"39854","VACUNA BCG","","Polvo para Suspensión Inyectable","INYECTABLE","Caja Vial x 0.1 mL (5 Dosis)","1","27/11/2018","BE00186","ESKE","ACT"
"34264","VACUNA CONTRA EL SARAMPION, PAROTIDITIS Y RUBEOLA VIVA ATENUADA LIOFILIZADA","","Polvo para Solución Inyectable","INYECTABLE","Caja Vial + Solvente","50","28/12/2019","BE00051","ESKE","ACT"
"44756","VAFEXIN","75  mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blister Capsulas ","20","14/08/2019","EN04695","LABORATORIOS AC FARMA S.A.","ACT"
"45068","VAGICAND 1%","1%","Crema Vaginal","CREMA","Caja Tubo x 40 g + Accesorio","1","22/11/2017","EN02570","LABORATORIO FARMACEUTICO PERUANO S.R.L.","ACT"
"53556","VAGICAND®","1 %","Crema Vaginal","CREMA","Caja Tubo x 40 g + Accesorio","1","22/11/2022","EN02570","MED FARMA","ACT"
"50526","VAGISTEN ","0,5 mg ","Ovulo","OVULO","Caja Envase Tira Ovulo","10","25/10/2022","EN08153","LABORATORIOS AC FARMA S.A.","ACT"
"50071","VAGISTEN","0.1 %","Crema Vaginal","CREMA","Caja Tubo x 15 g","1","30/05/2022","EN06752","LABORATORIOS AC FARMA S.A.","ACT"
"11155","VAGISTEN","0.5  mg","Ovulo","OVULO","Caja Envase Blister Ovulos","10","25/10/2017","N23979","LABORATORIOS AC FARMA S.A.","ACT"
"11156","VAGISTEN","0.1 %","Crema","CREMA","Tubo X 15 g","1","30/05/2017","N20231","LABORATORIOS AC FARMA S.A.","ACT"
"50188","VAGLICAN 450","450 mg","Tableta Recubierta","TABLETA","Caja Frasco Tableta Recubierta ","60","20/12/2024","EE08401","SEVEN","ACT"
"53736","VAGTRIZOL","1 %","Crema Vaginal","CREMA","Caja Tubo x 40 g + Accesorio","1","31/01/2022","EE04696","INDAURA","ACT"
"48545","VAGYDAZOL","150 mg + 100 mg","Ovulo","OVULO","Caja Envase Folio Ovulo","10","26/02/2024","EN07259","ALPHARMA","ACT"
"54017","VAL-500","500 mg","Tableta de Liberación Retardada","TABLETA","Caja Envase Blíster Tableta de Liberación Retardada","100","12/01/2026","EE09373","DIPHASAC SOCIEDAD ANONIMA CERRADA","ACT"
"52997","VALATREN 160","160 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","30","26/12/2022","EE05568","SEVEN PHARMA S.A.C.","ACT"
"52996","VALATREN 80","80 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","30","26/12/2022","EE05567","SEVEN PHARMA S.A.C.","ACT"
"53335","VALATREN®H 80/12.5","80 mg/ 12.5 mg","Tableta Recubierta","TABLETA","Caja Envase Blíster Tableta Recubierta","30","11/12/2024","EE08243","SEVEN PHARMA S.A.C.","ACT"
"46833","VALAXAM 160/10","160 mg + 10 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos","30","06/11/2020","EE02177","FARMAVAL PERU S.A.","ACT"
"38979","VALAXAM 160/10","160  mg  +  10  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos","35","06/11/2020","EE02177","FARMAVAL PERU S.A.","ACT"
"38977","VALAXAM 160/5 ","160  mg  +  5  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos","35","29/10/2020","EE02131","FARMAVAL PERU S.A.","ACT"
"46832","VALAXAM 160/5","160 mg + 5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos","30","29/10/2020","EE02131","FARMAVAL PERU S.A.","ACT"
"42569","VALAXAM 320/10","10  mg  +  320  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","35","28/03/2021","EE02807","FARMAVAL PERU S.A.","ACT"
"42695","VALAXAM 320/5","5  mg  +  320  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","35","28/03/2021","EE02806","FARMAVAL PERU S.A.","ACT"
"38978","VALAXAM 80/5","80  mg  +  5  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","35","31/03/2020","EE00914","FARMAVAL PERU S.A.","ACT"
"50697","VALAXAM 80/5","80 mg + 5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubierto","30","31/03/2020","EE00914","FARMAVAL PERU S.A.","ACT"
"53410","VALAXAM D 160/10/12.5","160 mg + 10 mg + 12.5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimido Recubierto ","30","18/12/2025","EE02514","FARMAVAL PERU S.A.","ACT"
"38981","VALAXAM D 160/10/12.5 ","160  mg  +  10  mg  +  12.5  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","35","18/12/2020","EE02514","FARMAVAL PERU S.A.","ACT"
"42696","VALAXAM D 160/10/25","10  mg  +  25  mg  +  160  mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos","35","24/09/2021","EE04195","FARMAVAL PERU S.A.","ACT"
"46837","VALAXAM D 160/5/12,5","160 mg + 5 mg + 12.5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos Recubiertos","30","27/05/2020","EE01173","FARMAVAL PERU S.A.","ACT"
